District,Soil Type,Crop,Ideal Season,Average Temperature (°C),Average Rainfall (mm),Yield (tons/acre)
THE NILGIRIS,Whole Year ,Tapioca,3222,22.10718988,144.1571109
THE NILGIRIS,Whole Year ,Tomato,62,23.03814028,182.4482352
THE NILGIRIS,Whole Year ,Turmeric,26,24.54795322,224.8315729
THE NILGIRIS,Whole Year ,Turnip,0,23.73868041,148.3003692
THE NILGIRIS,Whole Year ,Yam,0,22.31871914,195.4115025
THE NILGIRIS,Kharif     ,Bajra,2,25.52468965,209.540094
THE NILGIRIS,Kharif     ,Dry ginger,5160,26.59104992,164.9182225
THE NILGIRIS,Kharif     ,Groundnut,4,25.29781791,213.9011021
THE NILGIRIS,Kharif     ,Jowar,1,25.72100868,131.3387935
THE NILGIRIS,Kharif     ,Korra,6,23.58419277,135.1272491
THE NILGIRIS,Kharif     ,Other Kharif pulses,1,25.31042337,174.6256481
THE NILGIRIS,Kharif     ,Ragi,1,23.41798979,154.0621221
THE NILGIRIS,Kharif     ,Rice,5414,24.35564134,165.8248732
THE NILGIRIS,Kharif     ,Sesamum,2,26.284017,225.6323656
THE NILGIRIS,Kharif     ,Small millets,260,25.13842773,188.9252083
THE NILGIRIS,Whole Year ,Apple,0,24.88692811,221.2258168
THE NILGIRIS,Whole Year ,Arecanut,,25.75734909,203.9283708
THE NILGIRIS,Whole Year ,Banana,11108,23.12844351,191.7723087
THE NILGIRIS,Whole Year ,Beans & Mutter(Vegetable),0,24.9949957,149.2220255
THE NILGIRIS,Whole Year ,Beet Root,0,25.21622704,152.4238712
THE NILGIRIS,Whole Year ,Bitter Gourd,0,24.39736241,166.5712879
THE NILGIRIS,Whole Year ,Black pepper,470,23.31410442,90.8022356
THE NILGIRIS,Whole Year ,Cabbage,54442,25.72668885,71.29581071
THE NILGIRIS,Whole Year ,Cardamom,94,26.96656378,90.75616738
THE NILGIRIS,Whole Year ,Carrot,0,23.70467146,89.76050416
THE NILGIRIS,Whole Year ,Cauliflower,0,24.90075709,88.43618918
THE NILGIRIS,Whole Year ,Citrus Fruit,13,23.39605743,78.58494391
THE NILGIRIS,Whole Year ,Coconut ,0,26.8748389,96.32600992
THE NILGIRIS,Whole Year ,Coriander,3,23.1426498,64.23026638
THE NILGIRIS,Whole Year ,Drum Stick,0,24.29496635,72.49800885
THE NILGIRIS,Whole Year ,Dry chillies,6,24.39459498,71.94608134
THE NILGIRIS,Whole Year ,Garlic,775,25.7629429,71.84080724
THE NILGIRIS,Whole Year ,Jack Fruit,783,25.4879684,79.81328183
THE NILGIRIS,Whole Year ,Lab-Lab,0,25.37122686,69.91563467
THE NILGIRIS,Whole Year ,Mango,75,26.21312799,89.799462
THE NILGIRIS,Whole Year ,Orange,142,24.30748599,90.94342484
THE NILGIRIS,Whole Year ,Other Fresh Fruits,0,23.76554749,64.02949379
THE NILGIRIS,Whole Year ,Other Vegetables,0,24.79853023,86.76287924
THE NILGIRIS,Whole Year ,Papaya,0,23.20683504,69.08056728
THE NILGIRIS,Whole Year ,Peach,0,23.66805429,86.06411872
THE NILGIRIS,Whole Year ,Pear,0,25.12417673,89.1188212
THE NILGIRIS,Whole Year ,Plums,0,23.89069041,99.36898373
THE NILGIRIS,Whole Year ,Pome Fruit,218,23.09433785,78.59595817
THE NILGIRIS,Whole Year ,Potato,33055,24.21744605,86.00758678
THE NILGIRIS,Whole Year ,Redish,0,24.06475727,93.46595573
THE NILGIRIS,Whole Year ,Sweet potato,145,24.85441411,95.0191318
THE NILGIRIS,Whole Year ,Tapioca,2358,26.41915161,87.54004943
THE NILGIRIS,Whole Year ,Turmeric,4,24.89326318,81.49543437
THE NILGIRIS,Whole Year ,Yam,0,23.25583402,67.05961949
THE NILGIRIS,Kharif     ,Dry ginger,10844,24.7634518,86.55517751
THE NILGIRIS,Kharif     ,Other Kharif pulses,,24.97042599,64.61444234
THE NILGIRIS,Kharif     ,Rice,4763,26.12797248,71.67870701
THE NILGIRIS,Kharif     ,Sesamum,2,25.97825807,79.56866268
THE NILGIRIS,Kharif     ,Small millets,5,26.2830571,80.36146974
THE NILGIRIS,Whole Year ,Arecanut,229,26.38905406,97.10087029
THE NILGIRIS,Whole Year ,Banana,23150,25.2746335,88.54479121
THE NILGIRIS,Whole Year ,Cardamom,96,23.09499564,88.94245493
THE NILGIRIS,Whole Year ,Coconut ,100,25.79351957,90.42224164
THE NILGIRIS,Whole Year ,Coriander,2,23.17403323,80.96157332
THE NILGIRIS,Whole Year ,Dry chillies,7,25.63215038,84.63148859
THE NILGIRIS,Whole Year ,Garlic,576,25.848795,61.82980133
THE NILGIRIS,Whole Year ,Onion,10,26.56767277,65.0247867
THE NILGIRIS,Whole Year ,Potato,38288,26.24532085,90.41694635
THE NILGIRIS,Whole Year ,Sugarcane,1211,26.91515043,81.05902285
THE NILGIRIS,Whole Year ,Sweet potato,92,24.36972377,99.93100821
THE NILGIRIS,Whole Year ,Tapioca,2806,25.71901283,91.9223468
THE NILGIRIS,Whole Year ,Turmeric,33,25.01157559,75.13617229
THE NILGIRIS,Kharif     ,Dry ginger,12136,25.40785911,90.4547185
THE NILGIRIS,Kharif     ,Rice,4716,23.28081,78.82199603
THE NILGIRIS,Kharif     ,Small millets,3,23.98651719,80.03995829
THE NILGIRIS,Whole Year ,Arecanut,136,24.48556447,84.62419032
THE NILGIRIS,Whole Year ,Banana,30052,25.86705009,77.55176318
THE NILGIRIS,Whole Year ,Black pepper,491,23.5643831,86.84998693
THE NILGIRIS,Whole Year ,Cardamom,98,24.2248758,70.65644296
THE NILGIRIS,Whole Year ,Coconut ,,25.49386782,62.64174227
THE NILGIRIS,Whole Year ,Dry chillies,6,24.97178693,66.48339303
THE NILGIRIS,Whole Year ,Garlic,433,24.80624984,91.6389565
THE NILGIRIS,Whole Year ,Potato,43949,23.16814977,84.12536744
THE NILGIRIS,Whole Year ,Sugarcane,1152,24.25133493,98.60457373
THE NILGIRIS,Whole Year ,Sweet potato,21,26.58361011,67.08022574
THE NILGIRIS,Whole Year ,Tapioca,2216,26.82489244,95.4262599
THE NILGIRIS,Whole Year ,Turmeric,11,25.49674786,83.46532547
THE NILGIRIS,Kharif     ,Rice,3995,24.09874353,65.54475812
THE NILGIRIS,Kharif     ,Small millets,2,23.18866654,91.39578861
THE NILGIRIS,Whole Year ,Arecanut,879,26.24347471,66.19426787
THE NILGIRIS,Whole Year ,Banana,42921,23.75091572,60.65381719
THE NILGIRIS,Whole Year ,Black pepper,488,26.13871511,93.51042684
THE NILGIRIS,Whole Year ,Cardamom,57,26.14576648,70.40557612
THE NILGIRIS,Whole Year ,Coconut ,1,26.91643698,76.13090645
THE NILGIRIS,Whole Year ,Dry chillies,8,26.5232969,62.5138867
THE NILGIRIS,Whole Year ,Dry ginger,11350,23.81579631,66.26555904
THE NILGIRIS,Whole Year ,Garlic,488,26.50838667,61.94626051
THE NILGIRIS,Whole Year ,Potato,39498,26.63952463,72.82902109
THE NILGIRIS,Whole Year ,Ragi,14,23.3250131,88.57395505
THE NILGIRIS,Whole Year ,Sugarcane,1228,26.47549543,99.75336197
THE NILGIRIS,Whole Year ,Sweet potato,17,23.78756036,90.07326633
THE NILGIRIS,Whole Year ,Tapioca,2906,25.49941707,70.97358303
THE NILGIRIS,Whole Year ,Turmeric,52,23.24925555,76.88582484
THE NILGIRIS,Kharif     ,Rice,4287,26.98582182,74.14169043
THE NILGIRIS,Kharif     ,Small millets,2,23.61475336,99.39557151
THE NILGIRIS,Whole Year ,Arecanut,596,23.87484465,60.79645852
THE NILGIRIS,Whole Year ,Banana,36044,23.92887902,90.64770699
THE NILGIRIS,Whole Year ,Black pepper,368,24.81441246,80.11272117
THE NILGIRIS,Whole Year ,Cardamom,63,24.44743944,97.76600619
THE NILGIRIS,Whole Year ,Coconut ,1,26.57421679,85.24963302
THE NILGIRIS,Whole Year ,Cotton(lint),8,26.33377983,93.50153555
THE NILGIRIS,Whole Year ,Dry chillies,11,26.45288458,78.58488484
THE NILGIRIS,Whole Year ,Dry ginger,11194,25.70822684,67.06459777
THE NILGIRIS,Whole Year ,Garlic,688,24.12832546,69.31153566
THE NILGIRIS,Whole Year ,Potato,36982,23.44372334,77.03421249
THE NILGIRIS,Whole Year ,Ragi,2,23.4123707,71.85436078
THE NILGIRIS,Whole Year ,Small millets,2,23.05951896,74.8984994
THE NILGIRIS,Whole Year ,Sugarcane,1075,23.07895447,92.23645249
THE NILGIRIS,Whole Year ,Tapioca,2745,27.6496114,69.45072055
THE NILGIRIS,Whole Year ,Turmeric,43,25.46743689,92.91915074
THE NILGIRIS,Kharif     ,Rice,3046,26.7350622,81.15072105
THE NILGIRIS,Whole Year ,Arecanut,57,26.20811417,74.94136567
THE NILGIRIS,Whole Year ,Banana,40763,27.0424167,91.49697481
THE NILGIRIS,Whole Year ,Black pepper,370,24.65090184,63.88079866
THE NILGIRIS,Whole Year ,Cardamom,67,27.35152643,76.63669195
THE NILGIRIS,Whole Year ,Coconut ,1000,25.17787724,65.35747011
THE NILGIRIS,Whole Year ,Cotton(lint),7,23.11438731,151.8869972
THE NILGIRIS,Whole Year ,Dry chillies,6,27.22783677,161.2469997
THE NILGIRIS,Whole Year ,Dry ginger,14280,23.26316991,196.6249511
THE NILGIRIS,Whole Year ,Garlic,566,25.234661,175.6086697
THE NILGIRIS,Whole Year ,Onion,132,25.59535262,190.4242157
THE NILGIRIS,Whole Year ,Potato,39641,25.5674832,190.5577618
THE NILGIRIS,Whole Year ,Ragi,2,25.67324193,185.7446728
THE NILGIRIS,Whole Year ,Sugarcane,531,24.40726724,169.1168028
THE NILGIRIS,Whole Year ,Tapioca,2589,23.69287069,182.2685447
THE NILGIRIS,Whole Year ,Turmeric,52,24.53460016,169.3388465
THE NILGIRIS,Kharif     ,Rice,1783,27.13140403,150.2498675
THE NILGIRIS,Whole Year ,Arecanut,71,27.56088634,189.4263485
THE NILGIRIS,Whole Year ,Banana,45748,23.59302313,199.8362913
THE NILGIRIS,Whole Year ,Black pepper,244,23.17714381,151.4935635
THE NILGIRIS,Whole Year ,Cardamom,23,24.71384065,195.8645552
THE NILGIRIS,Whole Year ,Coconut ,100,24.38534644,164.2697011
THE NILGIRIS,Whole Year ,Cotton(lint),10,27.15998538,164.4970373
THE NILGIRIS,Whole Year ,Dry chillies,12,26.53543168,191.9649389
THE NILGIRIS,Whole Year ,Dry ginger,13289,27.01207284,169.8391177
THE NILGIRIS,Whole Year ,Garlic,361,27.55906475,181.2783964
THE NILGIRIS,Whole Year ,Groundnut,7,23.32293161,153.8990984
THE NILGIRIS,Whole Year ,Moong(Green Gram),4,24.23850608,174.7876411
THE NILGIRIS,Whole Year ,Onion,10,23.42611644,173.1017097
THE NILGIRIS,Whole Year ,Potato,29065,26.02241444,151.9035477
THE NILGIRIS,Whole Year ,Ragi,7,24.83846178,184.9800516
THE NILGIRIS,Whole Year ,Sweet potato,29,26.24092174,197.1220049
THE NILGIRIS,Whole Year ,Tapioca,2861,24.43011925,174.5071843
THE NILGIRIS,Whole Year ,Turmeric,35,26.00373964,168.7848886
THE NILGIRIS,Kharif     ,Cotton(lint),9,26.22367404,183.8270791
THE NILGIRIS,Kharif     ,Groundnut,6,27.09617155,180.1237765
THE NILGIRIS,Kharif     ,Moong(Green Gram),2,25.64004392,186.2337571
THE NILGIRIS,Kharif     ,Rice,1400,27.74576987,150.3166152
THE NILGIRIS,Kharif     ,Cotton(lint),14,26.24928198,162.2847429
THE NILGIRIS,Kharif     ,Rice,1646,26.67377159,199.4766779
THE NILGIRIS,Kharif     ,Wheat,,27.10210397,184.4633281
THE NILGIRIS,Whole Year ,Arecanut,307,27.62975458,159.5718087
THE NILGIRIS,Whole Year ,Banana,38582,27.5364547,167.7230632
THE NILGIRIS,Whole Year ,Black pepper,162,23.56960509,196.6587013
THE NILGIRIS,Whole Year ,Cardamom,96,24.99451759,166.1365886
THE NILGIRIS,Whole Year ,Coconut ,100000,27.56441788,153.6390212
THE NILGIRIS,Whole Year ,Dry chillies,2,23.98143338,175.572958
THE NILGIRIS,Whole Year ,Dry ginger,4494,24.22984659,197.2101782
THE NILGIRIS,Whole Year ,Garlic,1027,25.60153969,196.469984
THE NILGIRIS,Whole Year ,Potato,45440,24.31274458,166.2160846
THE NILGIRIS,Whole Year ,Tapioca,2075,26.36629861,179.1630865
THE NILGIRIS,Whole Year ,Turmeric,55,26.5602777,166.6415254
THE NILGIRIS,Kharif     ,Cotton(lint),10,26.35034208,150.6326874
THE NILGIRIS,Kharif     ,Ragi,2,25.20406808,163.3488091
THE NILGIRIS,Kharif     ,Rice,1148,23.35723208,186.6898282
THE NILGIRIS,Whole Year ,Sugarcane,391,23.60567546,176.1516409
THE NILGIRIS,Kharif     ,Cotton(lint),17,24.18471151,168.0432282
THE NILGIRIS,Kharif     ,Groundnut,9,26.44414097,155.3851533
THE NILGIRIS,Kharif     ,Jowar,7,26.12492233,193.2418382
THE NILGIRIS,Kharif     ,Moong(Green Gram),1,27.77363343,160.6217342
THE NILGIRIS,Kharif     ,Potato,29042,25.55656667,182.2582277
THE NILGIRIS,Kharif     ,Rice,1420,27.92374437,152.6194403
THE NILGIRIS,Rabi       ,Potato,12026,26.05968403,181.2915605
THE NILGIRIS,Whole Year ,Arecanut,168,26.35770906,189.9711184
THE NILGIRIS,Whole Year ,Banana,25834,24.91370487,177.2233048
THE NILGIRIS,Whole Year ,Black pepper,190,27.31317116,159.9210934
THE NILGIRIS,Whole Year ,Cardamom,91,26.1387869,187.1735424
THE NILGIRIS,Whole Year ,Coconut ,100000,23.1069385,169.4168014
THE NILGIRIS,Whole Year ,Dry chillies,6,23.52648086,188.6372826
THE NILGIRIS,Whole Year ,Dry ginger,1970,25.11711046,153.7447398
THE NILGIRIS,Whole Year ,Garlic,1049,24.02952505,167.0576456
THE NILGIRIS,Whole Year ,Sugarcane,311,26.70897548,192.2316221
THE NILGIRIS,Whole Year ,Tapioca,1706,26.71717393,154.8390847
THE NILGIRIS,Whole Year ,Turmeric,55,24.59245684,185.25947
THENI,Kharif     ,Banana,34600,27.51006055,192.4931257
THENI,Kharif     ,Horse-gram,300,27.57847581,176.5268267
THENI,Kharif     ,Onion,6222,26.65069302,195.7571622
THENI,Kharif     ,Sesamum,740,26.97251562,156.3616174
THENI,Kharif     ,Small millets,580,23.17124551,157.1215052
THENI,Kharif     ,Tobacco,16,23.52652084,175.1742112
THENI,Whole Year ,Arhar/Tur,1390,27.30901814,154.8238864
THENI,Whole Year ,Bajra,4210,27.54823036,153.9199807
THENI,Whole Year ,Banana,300620,25.627355,169.9288234
THENI,Whole Year ,Cardamom,120,23.29250318,176.8604109
THENI,Whole Year ,Cashewnut,440,24.91461008,176.103677
THENI,Whole Year ,Castor seed,10,26.77463708,183.4065252
THENI,Whole Year ,Coriander,10,27.41711238,160.0889553
THENI,Whole Year ,Cotton(lint),15350,24.13179691,171.4892533
THENI,Whole Year ,Dry chillies,180,26.2724184,193.1007598
THENI,Whole Year ,Groundnut,18770,23.60301571,171.4716375
THENI,Whole Year ,Jowar,16010,20.87974371,157.8548562
THENI,Whole Year ,Maize,6460,21.77046169,190.312216
THENI,Whole Year ,Moong(Green Gram),420,23.00445915,152.9801697
THENI,Whole Year ,Onion,6260,26.49109635,199.3355744
THENI,Whole Year ,Pulses total,3420,20.13017482,187.3096148
THENI,Whole Year ,Ragi,490,23.05804872,180.2513601
THENI,Whole Year ,Rice,61810,22.70883798,172.6442654
THENI,Whole Year ,Sugarcane,10598000,20.27774362,193.7141828
THENI,Whole Year ,Sunflower,980,24.51588066,184.7674863
THENI,Whole Year ,Sweet potato,200,23.22397386,193.8778713
THENI,Whole Year ,Tapioca,1050,26.52723513,150.2355238
THENI,Whole Year ,Tobacco,220,23.97898217,177.5147313
THENI,Whole Year ,Total foodgrain,93000,26.80079604,154.6608736
THENI,Whole Year ,Turmeric,20,24.01497622,190.7886386
THENI,Whole Year ,Urad,570,25.66585205,190.9684885
THENI,Kharif     ,Arhar/Tur,3501,24.28209415,159.3223075
THENI,Kharif     ,Bajra,10395,21.58711777,191.6549412
THENI,Kharif     ,Cotton(lint),21276,23.79391957,144.6861336
THENI,Kharif     ,Groundnut,19866,21.8652524,136.7325092
THENI,Kharif     ,Horse-gram,1208,23.57943626,147.2757818
THENI,Kharif     ,Jowar,37843,21.32504158,122.2103248
THENI,Kharif     ,Maize,14191,25.15745531,139.3670753
THENI,Kharif     ,Moong(Green Gram),2167,21.94766735,164.4971875
THENI,Kharif     ,Pulses total,8746,21.0525355,129.8765443
THENI,Kharif     ,Ragi,346,23.48381344,122.8392822
THENI,Kharif     ,Rice,75580,25.0756354,171.3764462
THENI,Kharif     ,Sesamum,1361,26.35927159,140.6305213
THENI,Kharif     ,Small millets,100,24.52922681,189.0944824
THENI,Kharif     ,Sunflower,3380,20.77576147,165.6872119
THENI,Kharif     ,Total foodgrain,14915,22.30157427,135.1386537
THENI,Kharif     ,Urad,985,21.44653958,148.9812525
THENI,Whole Year ,Banana,159573,22.17931888,135.0119649
THENI,Whole Year ,Cardamom,55,24.52783742,161.8944624
THENI,Whole Year ,Cashewnut,308,20.26707606,175.7260273
THENI,Whole Year ,Castor seed,110,25.7354293,194.1755471
THENI,Whole Year ,Coriander,22,26.79533926,124.2261737
THENI,Whole Year ,Dry chillies,231,26.75754171,195.7733251
THENI,Whole Year ,Onion,12333,23.86330467,190.2257843
THENI,Whole Year ,Sugarcane,3617820,21.01944696,196.2736367
THENI,Whole Year ,Sweet potato,86,24.17298839,148.6977358
THENI,Whole Year ,Tapioca,1523,22.78133816,144.6576424
THENI,Whole Year ,Tobacco,46,25.62980105,180.5059257
THENI,Kharif     ,Arhar/Tur,1803,25.59704938,192.4280381
THENI,Kharif     ,Bajra,16493,23.83067496,167.4358075
THENI,Kharif     ,Castor seed,187,26.31355498,191.3980675
THENI,Kharif     ,Cotton(lint),10195,24.8972823,117.3113562
THENI,Kharif     ,Dry ginger,26,24.958779,197.6439711
THENI,Kharif     ,Groundnut,21906,23.24113501,119.6324109
THENI,Kharif     ,Horse-gram,1043,21.66628296,126.1752206
THENI,Kharif     ,Jowar,24680,24.63544858,120.6494434
THENI,Kharif     ,Korra,25,23.43121862,191.4508931
THENI,Kharif     ,Maize,26701,20.0454142,117.9389993
THENI,Kharif     ,Moong(Green Gram),1724,23.85724032,168.2644287
THENI,Kharif     ,Ragi,877,21.97199397,115.1564012
THENI,Kharif     ,Rice,78300,26.22916897,122.6847408
THENI,Kharif     ,Sesamum,1548,23.44676801,176.9020924
THENI,Kharif     ,Sunflower,3392,25.65553461,124.4135035
THENI,Kharif     ,Urad,1256,24.44345477,148.3771202
THENI,Kharif     ,Varagu,234,20.2801937,181.6368274
THENI,Rabi       ,Samai,2942,21.7238313,153.477776
THENI,Whole Year ,Banana,34600,20.41447029,193.7461968
THENI,Whole Year ,Black pepper,3,25.75528612,190.2440566
THENI,Whole Year ,Cardamom,11,20.61521424,199.4735636
THENI,Whole Year ,Cashewnut,453,21.84106875,139.8619431
THENI,Whole Year ,Coriander,11,20.08369642,133.1120232
THENI,Whole Year ,Dry chillies,330,24.45802087,156.1543898
THENI,Whole Year ,Guar seed,150984,21.14347496,139.5013171
THENI,Whole Year ,Onion,6222,25.78720567,196.6492664
THENI,Whole Year ,Sugarcane,1622842,23.64124821,130.6377143
THENI,Whole Year ,Tapioca,674,23.43191632,130.3797119
THENI,Whole Year ,Tobacco,16,24.97669518,192.8736822
THENI,Whole Year ,Turmeric,56,22.72791041,177.816092
THENI,Kharif     ,Arhar/Tur,1532,24.87300744,161.5279095
THENI,Kharif     ,Bajra,13454,21.32376327,122.4073418
THENI,Kharif     ,Castor seed,319,26.29465461,168.8383605
THENI,Kharif     ,Cotton(lint),17666,22.2286982,184.4103931
THENI,Kharif     ,Groundnut,16586,26.73072391,177.3176161
THENI,Kharif     ,Horse-gram,538,24.88921174,152.0616227
THENI,Kharif     ,Jowar,23530,26.88444878,121.5586297
THENI,Kharif     ,Maize,24324,22.67846116,156.1457255
THENI,Kharif     ,Moong(Green Gram),2148,26.08867875,171.6976946
THENI,Kharif     ,Other Cereals & Millets,2217,25.42977518,185.1568059
THENI,Kharif     ,Other Kharif pulses,1974,26.40323239,163.2708732
THENI,Kharif     ,Ragi,573,26.04371967,175.3723314
THENI,Kharif     ,Rice,75835,25.2827223,147.8035305
THENI,Kharif     ,Sesamum,1365,22.08576562,192.7121236
THENI,Kharif     ,Sunflower,2275,23.28617173,193.5866233
THENI,Kharif     ,Urad,1231,25.48591986,115.2325531
THENI,Whole Year ,Banana,26872,23.67575393,161.3432535
THENI,Whole Year ,Black pepper,6,20.82477109,163.6269496
THENI,Whole Year ,Cardamom,116,26.92995077,129.5481144
THENI,Whole Year ,Cashewnut,836,23.83509503,192.4288139
THENI,Whole Year ,Coriander,10,26.52872817,136.3027766
THENI,Whole Year ,Dry chillies,220,26.46428311,162.5769606
THENI,Whole Year ,Onion,6306,22.69657794,171.8839938
THENI,Whole Year ,Potato,17,22.68319059,194.8773479
THENI,Whole Year ,Sugarcane,1569245,21.53346343,134.6803969
THENI,Whole Year ,Tapioca,4684,21.40865769,158.8608887
THENI,Whole Year ,Tobacco,11,26.54348085,126.8073984
THENI,Whole Year ,Turmeric,5,23.35905428,137.7044047
THENI,Kharif     ,Arhar/Tur,1740,22.61359953,143.9955548
THENI,Kharif     ,Bajra,5930,26.10018422,156.6810374
THENI,Kharif     ,Cotton(lint),7930,23.55882094,145.105065
THENI,Kharif     ,Groundnut,7980,19.97215954,142.8610793
THENI,Kharif     ,Jowar,17050,18.47891261,153.1201644
THENI,Kharif     ,Moong(Green Gram),70,21.77689322,186.1728203
THENI,Kharif     ,Ragi,430,25.6217169,141.4831644
THENI,Kharif     ,Rice,77880,25.19192419,181.4170812
THENI,Kharif     ,Sesamum,270,20.41683147,188.5506536
THENI,Kharif     ,Sunflower,240,24.92162194,183.468585
THENI,Kharif     ,Urad,110,23.31689124,166.2549307
THENI,Whole Year ,Sugarcane,1711000,24.84016732,177.7745075
THENI,Kharif     ,Arhar/Tur,3842,22.27526694,127.92461
THENI,Kharif     ,Bajra,4137,18.87751445,173.3228386
THENI,Kharif     ,Castor seed,14,25.19008683,127.1752928
THENI,Kharif     ,Cotton(lint),4626,18.25405352,140.9370415
THENI,Kharif     ,Groundnut,3827,24.6129118,202.9355362
THENI,Kharif     ,Horse-gram,99,25.1420613,226.6555374
THENI,Kharif     ,Jowar,15308,23.09348056,263.9642476
THENI,Kharif     ,Korra,16,18.05033737,242.8640342
THENI,Kharif     ,Maize,14355,24.9321581,262.7173405
THENI,Kharif     ,Moong(Green Gram),55,18.14710054,251.0549998
THENI,Kharif     ,Other Kharif pulses,725,18.28362235,271.3248604
THENI,Kharif     ,Ragi,304,18.83344471,241.9741949
THENI,Kharif     ,Rice,54953,25.71895816,230.4462359
THENI,Kharif     ,Samai,144,25.33797709,221.2091958
THENI,Kharif     ,Sesamum,166,23.89114571,264.6148697
THENI,Kharif     ,Small millets,17,21.53574127,250.0832336
THENI,Kharif     ,Sunflower,131,23.08974909,284.4364567
THENI,Kharif     ,Urad,100,25.61707368,185.2773389
THENI,Kharif     ,Varagu,1,21.44526922,209.5869708
THENI,Whole Year ,Arecanut,,18.51816776,231.0863347
THENI,Whole Year ,Ash Gourd,0,22.53510514,276.6552459
THENI,Whole Year ,Banana,136800,23.02038334,206.2611855
THENI,Whole Year ,Beans & Mutter(Vegetable),0,24.89364635,224.5550169
THENI,Whole Year ,Beet Root,0,25.77175115,291.2986618
THENI,Whole Year ,Bhindi,983,19.39851734,185.4974732
THENI,Whole Year ,Bitter Gourd,0,21.54156232,231.3843163
THENI,Whole Year ,Bottle Gourd,0,23.79746068,213.3560921
THENI,Whole Year ,Brinjal,2349,18.9802729,233.1075816
THENI,Whole Year ,Cabbage,4637,24.10859207,224.0581164
THENI,Whole Year ,Cashewnut,1223,24.7947077,257.0038865
THENI,Whole Year ,Cauliflower,0,21.63162756,271.3586137
THENI,Whole Year ,Citrus Fruit,247,25.37548751,260.2634026
THENI,Whole Year ,Coconut ,141100,22.21738222,240.0810647
THENI,Whole Year ,Coriander,1,20.58314011,197.9791215
THENI,Whole Year ,Cucumber,0,24.87502824,272.2017204
THENI,Whole Year ,Drum Stick,0,20.03728219,200.0882787
THENI,Whole Year ,Dry chillies,103,25.95263264,224.6757231
THENI,Whole Year ,Grapes,21435,19.28889933,270.4417274
THENI,Whole Year ,Jack Fruit,702,20.57981887,233.1321372
THENI,Whole Year ,Lab-Lab,0,24.71417533,193.3473987
THENI,Whole Year ,Mango,102754,20.27317074,272.2999056
THENI,Whole Year ,Onion,2115,18.41932981,285.2493645
THENI,Whole Year ,Orange,77,23.39128187,298.4018471
THENI,Whole Year ,Other Citrus Fruit,0,19.84939404,257.0343554
THENI,Whole Year ,Other Fresh Fruits,0,21.869274,248.7183228
THENI,Whole Year ,Other Vegetables,0,22.8056033,209.9001977
THENI,Whole Year ,Papaya,0,19.0781471,200.834898
THENI,Whole Year ,Pome Fruit,1669,22.02720976,298.5601175
THENI,Whole Year ,Pome Granet,0,23.80546189,265.5355937
THENI,Whole Year ,Pump Kin,0,18.52510753,183.6793207
THENI,Whole Year ,Ribed Guard,0,23.50297882,196.9560008
THENI,Whole Year ,Snak Guard,0,26.54986394,233.0453455
THENI,Whole Year ,Sugarcane,878040,19.29563411,210.8142087
THENI,Whole Year ,Sweet potato,27,20.68899915,253.7202781
THENI,Whole Year ,Tapioca,885,19.32666088,219.9048349
THENI,Whole Year ,Tobacco,150,24.60532218,208.5810155
THENI,Whole Year ,Tomato,39314,22.27373646,195.0948311
THENI,Whole Year ,Turmeric,30,25.70196694,227.3637009
THENI,Whole Year ,Water Melon,0,19.20129357,286.5083725
THENI,Whole Year ,Yam,0,21.70181447,283.9338466
THENI,Kharif     ,Arhar/Tur,3006,20.51716779,217.3788583
THENI,Kharif     ,Bajra,3028,23.30355338,267.9761948
THENI,Kharif     ,Castor seed,13,24.2547451,191.9535738
THENI,Kharif     ,Cotton(lint),5761,24.86374934,277.9626192
THENI,Kharif     ,Groundnut,3608,22.6265115,245.1511304
THENI,Kharif     ,Horse-gram,160,18.04185513,245.6626799
THENI,Kharif     ,Jowar,7508,23.26237612,279.5451717
THENI,Kharif     ,Korra,7,22.88330922,202.3838319
THENI,Kharif     ,Maize,13145,25.97482359,263.6372176
THENI,Kharif     ,Moong(Green Gram),76,26.14384005,182.5616319
THENI,Kharif     ,Other Kharif pulses,797,18.66116213,198.6730942
THENI,Kharif     ,Ragi,183,25.10787449,243.5120414
THENI,Kharif     ,Rice,55234,23.33844615,263.1103304
THENI,Kharif     ,Sesamum,172,25.08239719,269.5039162
THENI,Kharif     ,Small millets,2126,25.36768364,204.8001847
THENI,Kharif     ,Sunflower,175,25.34217103,260.8875056
THENI,Kharif     ,Urad,112,25.00933355,295.6094492
THENI,Rabi       ,Gram,1,18.66746724,192.3197536
THENI,Whole Year ,Arecanut,,20.37999665,257.4914906
THENI,Whole Year ,Ash Gourd,0,18.09300227,278.0791793
THENI,Whole Year ,Banana,91692,26.16985907,280.4044392
THENI,Whole Year ,Beans & Mutter(Vegetable),0,18.65396672,185.9461429
THENI,Whole Year ,Beet Root,0,26.07470121,194.5766559
THENI,Whole Year ,Bhindi,890,18.92851916,200.9133156
THENI,Whole Year ,Bitter Gourd,0,23.30546753,182.9043504
THENI,Whole Year ,Black pepper,16,18.74826712,195.3574542
THENI,Whole Year ,Bottle Gourd,0,19.74213321,223.3671883
THENI,Whole Year ,Brinjal,7879,25.73044432,186.7536773
THENI,Whole Year ,Cabbage,7119,17.02498456,220.1156708
THENI,Whole Year ,Cardamom,136,19.02061277,231.7364957
